"","age","job","education","default","month","duration","poutcome","Subscription"
"24029",48,"admin.","university.degree","no","oct",98,"nonexistent","yes"
"24030",37,"admin.","high.school","no","oct",313,"nonexistent","yes"
"24031",36,"services","high.school","no","oct",41,"nonexistent","no"
"24032",25,"services","high.school","no","oct",301,"nonexistent","yes"
"24033",39,"technician","professional.course","no","oct",171,"nonexistent","yes"
"24034",39,"blue-collar","basic.9y","no","oct",112,"nonexistent","yes"
"24035",58,"retired","university.degree","no","oct",12,"nonexistent","no"
"24036",38,"admin.","high.school","no","oct",97,"nonexistent","yes"
"24037",26,"entrepreneur","basic.9y","no","oct",5,"nonexistent","no"
"24038",46,"admin.","university.degree","no","oct",376,"nonexistent","yes"
"24039",29,"technician","professional.course","no","oct",150,"nonexistent","yes"
"24040",32,"admin.","university.degree","no","oct",27,"nonexistent","no"
"24041",31,"admin.","university.degree","no","oct",131,"nonexistent","yes"
"24042",49,"admin.","university.degree","no","oct",51,"nonexistent","no"
"24043",26,"admin.","university.degree","no","oct",251,"nonexistent","yes"
"24044",27,"blue-collar","professional.course","no","oct",3284,"nonexistent","no"
"24045",31,"admin.","university.degree","no","oct",125,"nonexistent","yes"
"24046",43,"blue-collar","basic.9y","no","oct",10,"nonexistent","no"
"24047",45,"technician","high.school","no","oct",141,"nonexistent","yes"
"24048",31,"blue-collar","basic.6y","no","oct",154,"nonexistent","yes"
"24049",34,"admin.","university.degree","no","oct",135,"nonexistent","yes"
"24050",27,"admin.","university.degree","no","oct",540,"nonexistent","yes"
"24051",33,"entrepreneur","university.degree","no","oct",454,"nonexistent","yes"
"24052",33,"technician","professional.course","no","oct",171,"nonexistent","yes"
"24053",49,"blue-collar","basic.6y","no","oct",11,"nonexistent","no"
"24054",30,"admin.","university.degree","no","oct",313,"nonexistent","yes"
"24055",33,"admin.","university.degree","no","oct",167,"nonexistent","no"
"24056",34,"blue-collar","high.school","no","oct",266,"nonexistent","yes"
"24057",36,"self-employed","university.degree","no","oct",248,"nonexistent","yes"
"24058",56,"technician","high.school","no","oct",234,"nonexistent","yes"
"24059",31,"technician","university.degree","no","oct",154,"nonexistent","yes"
"24060",34,"blue-collar","high.school","no","oct",160,"nonexistent","yes"
"24061",58,"admin.","high.school","no","oct",81,"nonexistent","no"
"24062",38,"entrepreneur","basic.4y","no","oct",227,"nonexistent","yes"
"24063",42,"management","university.degree","no","oct",615,"nonexistent","yes"
"24064",33,"admin.","university.degree","no","oct",18,"nonexistent","no"
"24065",31,"admin.","university.degree","no","nov",44,"nonexistent","no"
"24066",33,"admin.","university.degree","no","nov",98,"nonexistent","no"
"24067",30,"admin.","university.degree","no","nov",95,"nonexistent","no"
"24068",25,"admin.","university.degree","no","nov",5,"nonexistent","no"
"24069",32,"technician","professional.course","no","nov",399,"nonexistent","yes"
"24070",32,"management","university.degree","no","nov",15,"nonexistent","no"
"24071",57,"retired","university.degree","no","nov",21,"nonexistent","no"
"24072",48,"admin.","high.school","no","nov",217,"nonexistent","no"
"24073",30,"blue-collar","basic.9y","no","nov",465,"nonexistent","yes"
"24074",50,"entrepreneur","university.degree","no","nov",209,"nonexistent","yes"
"24075",30,"technician","professional.course","no","nov",6,"nonexistent","no"
"24076",45,"unknown","unknown","no","nov",169,"nonexistent","yes"
"24077",36,"admin.","university.degree","no","nov",449,"failure","no"
"24078",57,"admin.","university.degree","no","nov",5,"nonexistent","no"
"24079",25,"management","university.degree","no","nov",268,"nonexistent","yes"
"24080",39,"management","university.degree","no","nov",204,"nonexistent","yes"
"24081",27,"self-employed","professional.course","no","nov",669,"nonexistent","yes"
"24082",33,"blue-collar","basic.9y","no","nov",68,"nonexistent","no"
"24083",47,"admin.","university.degree","no","nov",23,"nonexistent","no"
"24084",41,"admin.","high.school","no","nov",234,"nonexistent","yes"
"24085",30,"admin.","high.school","no","nov",26,"nonexistent","no"
"24086",29,"technician","university.degree","no","nov",150,"nonexistent","yes"
"24087",32,"admin.","university.degree","no","nov",132,"nonexistent","no"
"24088",31,"blue-collar","basic.9y","no","nov",115,"nonexistent","yes"
"24089",29,"admin.","basic.9y","no","nov",453,"nonexistent","yes"
"24090",43,"retired","high.school","no","nov",83,"nonexistent","no"
"24091",32,"admin.","university.degree","no","nov",1239,"nonexistent","no"
"24092",33,"technician","professional.course","no","nov",4918,"nonexistent","no"
"24093",27,"student","university.degree","no","nov",125,"nonexistent","no"
"24094",24,"management","university.degree","no","nov",107,"nonexistent","no"
"24095",47,"student","unknown","no","nov",145,"nonexistent","yes"
"24096",46,"technician","professional.course","no","nov",98,"nonexistent","no"
"24097",58,"retired","basic.9y","no","nov",248,"nonexistent","yes"
"24098",47,"management","university.degree","no","nov",74,"nonexistent","no"
"24099",43,"services","basic.6y","no","nov",133,"nonexistent","no"
"24100",57,"admin.","university.degree","no","nov",119,"nonexistent","no"
"24101",32,"unemployed","professional.course","no","nov",486,"nonexistent","yes"
"24102",33,"services","high.school","no","nov",158,"nonexistent","yes"
"24103",36,"admin.","high.school","no","nov",114,"failure","yes"
"24104",58,"management","university.degree","no","nov",139,"nonexistent","yes"
"24105",53,"technician","professional.course","no","nov",320,"nonexistent","no"
"24106",37,"housemaid","university.degree","no","nov",129,"nonexistent","no"
"24107",48,"admin.","high.school","no","nov",24,"nonexistent","no"
"24108",46,"blue-collar","professional.course","no","nov",238,"nonexistent","no"
"24109",37,"admin.","university.degree","no","nov",119,"success","no"
"24110",33,"admin.","university.degree","no","nov",109,"nonexistent","no"
"24111",18,"student","high.school","no","nov",75,"nonexistent","no"
"24112",33,"self-employed","university.degree","no","nov",168,"nonexistent","no"
"24113",27,"student","professional.course","no","nov",72,"nonexistent","no"
"24114",29,"self-employed","university.degree","no","nov",86,"failure","no"
"24115",50,"admin.","basic.9y","no","nov",45,"nonexistent","no"
"24116",42,"admin.","professional.course","no","nov",90,"nonexistent","yes"
"24117",40,"blue-collar","basic.9y","no","nov",160,"nonexistent","yes"
"24118",39,"admin.","high.school","no","nov",51,"nonexistent","no"
"24119",37,"admin.","university.degree","no","nov",132,"nonexistent","yes"
"24120",35,"technician","professional.course","no","nov",160,"nonexistent","yes"
"24121",35,"management","university.degree","no","nov",24,"nonexistent","no"
"24122",34,"management","university.degree","no","nov",179,"nonexistent","yes"
"24123",57,"management","university.degree","no","nov",76,"nonexistent","no"
"24124",34,"technician","unknown","no","nov",101,"nonexistent","no"
"24125",42,"technician","professional.course","no","nov",200,"failure","no"
"24126",42,"technician","professional.course","unknown","nov",212,"nonexistent","no"
"24127",56,"services","high.school","no","nov",92,"nonexistent","no"
"24128",56,"services","high.school","no","nov",156,"nonexistent","no"
"24129",40,"admin.","high.school","no","nov",53,"nonexistent","no"
"24130",52,"technician","university.degree","no","nov",215,"nonexistent","no"
"24131",50,"self-employed","university.degree","no","nov",238,"nonexistent","no"
"24132",42,"management","university.degree","no","nov",128,"nonexistent","no"
"24133",55,"blue-collar","basic.4y","no","nov",98,"nonexistent","no"
"24134",41,"blue-collar","basic.9y","no","nov",238,"nonexistent","no"
"24135",48,"self-employed","high.school","no","nov",82,"nonexistent","no"
"24136",34,"admin.","high.school","no","nov",303,"failure","no"
"24137",48,"services","unknown","no","nov",51,"nonexistent","no"
"24138",57,"blue-collar","basic.9y","no","nov",221,"nonexistent","no"
"24139",32,"management","university.degree","no","nov",80,"nonexistent","no"
"24140",44,"management","university.degree","no","nov",130,"failure","no"
"24141",51,"technician","unknown","no","nov",324,"failure","no"
"24142",35,"admin.","high.school","no","nov",139,"nonexistent","no"
"24143",44,"management","high.school","no","nov",669,"nonexistent","no"
"24144",52,"admin.","university.degree","no","nov",161,"failure","no"
"24145",49,"blue-collar","high.school","unknown","nov",80,"nonexistent","no"
"24146",49,"blue-collar","high.school","unknown","nov",108,"nonexistent","no"
"24147",41,"entrepreneur","university.degree","no","nov",163,"failure","no"
"24148",52,"retired","university.degree","no","nov",147,"nonexistent","no"
"24149",42,"services","high.school","no","nov",252,"nonexistent","no"
"24150",35,"management","university.degree","no","nov",113,"nonexistent","no"
"24151",54,"management","university.degree","no","nov",375,"nonexistent","no"
"24152",35,"management","university.degree","no","nov",121,"nonexistent","no"
"24153",40,"admin.","university.degree","no","nov",52,"nonexistent","no"
"24154",51,"technician","high.school","no","nov",81,"nonexistent","no"
"24155",58,"admin.","university.degree","no","nov",70,"nonexistent","no"
"24156",37,"admin.","university.degree","no","nov",64,"nonexistent","no"
"24157",41,"blue-collar","basic.9y","unknown","nov",176,"nonexistent","no"
"24158",44,"retired","basic.9y","no","nov",115,"failure","no"
"24159",40,"technician","professional.course","no","nov",550,"nonexistent","no"
"24160",45,"unemployed","basic.9y","no","nov",75,"nonexistent","no"
"24161",36,"unemployed","high.school","no","nov",57,"nonexistent","no"
"24162",36,"unemployed","high.school","no","nov",68,"failure","no"
"24163",36,"unemployed","high.school","no","nov",59,"nonexistent","no"
"24164",36,"unemployed","high.school","no","nov",55,"nonexistent","no"
"24165",38,"technician","professional.course","no","nov",61,"nonexistent","no"
"24166",38,"technician","professional.course","no","nov",113,"nonexistent","no"
"24167",50,"entrepreneur","university.degree","no","nov",134,"failure","no"
"24168",46,"management","university.degree","no","nov",123,"nonexistent","no"
"24169",41,"admin.","high.school","no","nov",297,"failure","no"
"24170",41,"admin.","high.school","no","nov",353,"nonexistent","no"
"24171",40,"blue-collar","basic.9y","no","nov",146,"nonexistent","no"
"24172",57,"admin.","university.degree","no","nov",59,"nonexistent","no"
"24173",46,"management","university.degree","no","nov",210,"nonexistent","no"
"24174",50,"blue-collar","basic.6y","unknown","nov",120,"failure","no"
"24175",34,"admin.","university.degree","no","nov",92,"nonexistent","no"
"24176",46,"management","university.degree","no","nov",595,"nonexistent","no"
"24177",35,"unemployed","basic.4y","no","nov",57,"nonexistent","no"
"24178",43,"services","high.school","no","nov",118,"nonexistent","no"
"24179",54,"technician","professional.course","no","nov",78,"nonexistent","no"
"24180",52,"admin.","basic.4y","no","nov",74,"nonexistent","no"
"24181",46,"admin.","high.school","unknown","nov",219,"nonexistent","no"
"24182",42,"management","university.degree","no","nov",93,"nonexistent","no"
"24183",37,"admin.","high.school","unknown","nov",387,"nonexistent","no"
"24184",42,"management","university.degree","no","nov",178,"nonexistent","no"
"24185",37,"admin.","high.school","unknown","nov",433,"nonexistent","no"
"24186",51,"blue-collar","high.school","no","nov",69,"nonexistent","no"
"24187",50,"self-employed","university.degree","no","nov",223,"nonexistent","no"
"24188",54,"admin.","university.degree","no","nov",178,"nonexistent","no"
"24189",43,"services","basic.4y","no","nov",75,"failure","no"
"24190",43,"services","basic.4y","no","nov",92,"nonexistent","no"
"24191",31,"technician","university.degree","no","nov",396,"failure","no"
"24192",47,"services","high.school","no","nov",334,"nonexistent","no"
"24193",38,"blue-collar","unknown","no","nov",64,"nonexistent","no"
"24194",55,"blue-collar","basic.9y","no","nov",236,"nonexistent","no"
"24195",55,"admin.","university.degree","unknown","nov",142,"nonexistent","no"
"24196",44,"management","high.school","no","nov",231,"nonexistent","no"
"24197",39,"admin.","university.degree","no","nov",44,"failure","no"
"24198",38,"blue-collar","unknown","no","nov",376,"nonexistent","no"
"24199",39,"self-employed","university.degree","no","nov",85,"failure","no"
"24200",40,"management","basic.6y","no","nov",56,"nonexistent","no"
"24201",55,"admin.","university.degree","unknown","nov",389,"nonexistent","no"
"24202",53,"unemployed","university.degree","no","nov",64,"nonexistent","no"
"24203",42,"management","university.degree","no","nov",44,"nonexistent","no"
"24204",53,"unemployed","university.degree","no","nov",126,"nonexistent","no"
"24205",51,"blue-collar","high.school","no","nov",65,"nonexistent","no"
"24206",49,"admin.","basic.9y","no","nov",265,"nonexistent","no"
"24207",41,"management","university.degree","no","nov",49,"nonexistent","no"
"24208",48,"blue-collar","professional.course","no","nov",219,"failure","no"
"24209",41,"management","university.degree","no","nov",155,"failure","no"
"24210",55,"management","university.degree","no","nov",81,"nonexistent","no"
"24211",45,"self-employed","university.degree","no","nov",89,"nonexistent","no"
"24212",55,"blue-collar","basic.9y","no","nov",1077,"nonexistent","yes"
"24213",49,"blue-collar","high.school","no","nov",192,"nonexistent","no"
"24214",55,"blue-collar","basic.9y","no","nov",1303,"nonexistent","yes"
"24215",48,"blue-collar","professional.course","no","nov",564,"nonexistent","yes"
"24216",52,"management","university.degree","unknown","nov",79,"nonexistent","no"
"24217",55,"admin.","university.degree","no","nov",288,"nonexistent","no"
"24218",38,"technician","basic.9y","no","nov",99,"nonexistent","no"
"24219",39,"management","basic.9y","no","nov",33,"nonexistent","no"
"24220",39,"management","basic.9y","no","nov",125,"nonexistent","no"
"24221",33,"blue-collar","basic.9y","no","nov",214,"nonexistent","no"
"24222",40,"entrepreneur","university.degree","no","nov",121,"nonexistent","no"
"24223",52,"services","high.school","no","nov",40,"nonexistent","no"
"24224",41,"admin.","university.degree","no","nov",57,"nonexistent","no"
"24225",48,"admin.","university.degree","no","nov",76,"nonexistent","no"
"24226",40,"entrepreneur","university.degree","no","nov",364,"nonexistent","no"
"24227",39,"unemployed","basic.9y","no","nov",63,"nonexistent","no"
"24228",29,"self-employed","university.degree","no","nov",378,"nonexistent","no"
"24229",39,"unemployed","basic.9y","no","nov",151,"nonexistent","no"
"24230",51,"entrepreneur","university.degree","no","nov",81,"nonexistent","no"
"24231",51,"entrepreneur","university.degree","no","nov",89,"nonexistent","no"
"24232",41,"admin.","university.degree","no","nov",479,"nonexistent","no"
"24233",38,"technician","professional.course","no","nov",68,"nonexistent","no"
"24234",41,"technician","professional.course","no","nov",108,"nonexistent","no"
"24235",30,"services","university.degree","no","nov",135,"nonexistent","no"
"24236",32,"unknown","basic.9y","no","nov",302,"failure","no"
"24237",31,"services","high.school","no","nov",90,"nonexistent","no"
"24238",35,"admin.","high.school","no","nov",38,"nonexistent","no"
"24239",54,"admin.","basic.9y","no","nov",77,"nonexistent","no"
"24240",35,"self-employed","university.degree","no","nov",81,"nonexistent","no"
"24241",42,"entrepreneur","basic.4y","no","nov",127,"nonexistent","no"
"24242",58,"management","unknown","no","nov",114,"nonexistent","no"
"24243",55,"blue-collar","basic.4y","unknown","nov",70,"nonexistent","no"
"24244",43,"management","university.degree","no","nov",55,"nonexistent","no"
"24245",37,"technician","professional.course","no","nov",79,"nonexistent","no"
"24246",54,"admin.","basic.9y","no","nov",238,"nonexistent","no"
"24247",43,"management","university.degree","no","nov",179,"nonexistent","no"
"24248",55,"retired","professional.course","no","nov",120,"nonexistent","no"
"24249",36,"management","university.degree","no","nov",84,"nonexistent","no"
"24250",48,"admin.","high.school","no","nov",309,"nonexistent","no"
"24251",39,"housemaid","basic.9y","no","nov",130,"failure","no"
"24252",36,"technician","high.school","no","nov",38,"failure","no"
"24253",40,"blue-collar","basic.9y","no","nov",70,"nonexistent","no"
"24254",47,"retired","basic.4y","no","nov",70,"nonexistent","no"
"24255",34,"admin.","university.degree","no","nov",110,"nonexistent","no"
"24256",36,"technician","high.school","no","nov",206,"nonexistent","no"
"24257",36,"entrepreneur","university.degree","no","nov",160,"failure","no"
"24258",42,"housemaid","university.degree","no","nov",176,"nonexistent","no"
"24259",42,"housemaid","university.degree","no","nov",85,"nonexistent","no"
"24260",39,"unemployed","professional.course","no","nov",483,"failure","no"
"24261",36,"entrepreneur","university.degree","no","nov",292,"nonexistent","no"
"24262",31,"services","high.school","unknown","nov",68,"failure","no"
"24263",50,"blue-collar","basic.6y","unknown","nov",105,"nonexistent","no"
"24264",39,"blue-collar","basic.9y","no","nov",107,"nonexistent","no"
"24265",48,"management","university.degree","no","nov",112,"success","no"
"24266",35,"admin.","university.degree","unknown","nov",70,"failure","no"
"24267",45,"admin.","high.school","no","nov",58,"failure","no"
"24268",39,"admin.","university.degree","no","nov",97,"nonexistent","no"
"24269",54,"retired","professional.course","no","nov",55,"nonexistent","no"
"24270",45,"admin.","high.school","no","nov",150,"nonexistent","no"
"24271",45,"admin.","high.school","no","nov",149,"nonexistent","no"
"24272",37,"entrepreneur","university.degree","no","nov",96,"nonexistent","no"
"24273",39,"housemaid","basic.9y","no","nov",112,"nonexistent","no"
"24274",57,"retired","basic.4y","unknown","nov",40,"nonexistent","no"
"24275",50,"admin.","university.degree","no","nov",58,"nonexistent","no"
"24276",49,"technician","professional.course","no","nov",259,"nonexistent","no"
"24277",46,"blue-collar","basic.9y","no","nov",119,"failure","no"
"24278",40,"admin.","university.degree","unknown","nov",16,"nonexistent","no"
"24279",45,"admin.","high.school","no","nov",527,"nonexistent","no"
"24280",42,"technician","professional.course","unknown","nov",94,"success","no"
"24281",30,"services","high.school","no","nov",88,"nonexistent","no"
"24282",42,"technician","professional.course","no","nov",140,"nonexistent","no"
"24283",42,"technician","professional.course","no","nov",149,"nonexistent","no"
"24284",42,"technician","professional.course","no","nov",76,"nonexistent","no"
"24285",44,"admin.","university.degree","no","nov",124,"nonexistent","no"
"24286",46,"unemployed","university.degree","no","nov",90,"failure","no"
"24287",51,"management","basic.4y","no","nov",96,"nonexistent","no"
"24288",42,"blue-collar","basic.4y","unknown","nov",109,"nonexistent","no"
"24289",45,"admin.","basic.9y","no","nov",591,"nonexistent","no"
"24290",38,"admin.","basic.9y","unknown","nov",508,"failure","no"
"24291",38,"management","university.degree","no","nov",99,"nonexistent","no"
"24292",49,"entrepreneur","university.degree","no","nov",118,"nonexistent","no"
"24293",40,"blue-collar","professional.course","no","nov",80,"failure","no"
"24294",49,"entrepreneur","university.degree","no","nov",165,"nonexistent","no"
"24295",50,"technician","high.school","no","nov",93,"failure","no"
"24296",41,"technician","professional.course","no","nov",64,"nonexistent","no"
"24297",53,"blue-collar","basic.4y","no","nov",545,"nonexistent","no"
"24298",48,"admin.","university.degree","no","nov",434,"nonexistent","yes"
"24299",51,"blue-collar","basic.4y","no","nov",346,"nonexistent","no"
"24300",42,"entrepreneur","high.school","no","nov",164,"failure","no"
"24301",39,"admin.","university.degree","no","nov",407,"nonexistent","no"
"24302",46,"technician","professional.course","no","nov",61,"failure","no"
"24303",48,"admin.","high.school","no","nov",191,"nonexistent","no"
"24304",46,"technician","professional.course","no","nov",110,"failure","no"
"24305",54,"services","high.school","no","nov",56,"nonexistent","no"
"24306",31,"self-employed","university.degree","no","nov",412,"nonexistent","no"
"24307",54,"services","high.school","no","nov",193,"nonexistent","no"
"24308",44,"unemployed","basic.9y","no","nov",180,"nonexistent","no"
"24309",51,"management","university.degree","no","nov",1070,"nonexistent","no"
"24310",45,"management","university.degree","no","nov",349,"nonexistent","no"
"24311",31,"services","high.school","no","nov",266,"nonexistent","no"
"24312",55,"management","basic.4y","no","nov",330,"nonexistent","no"
"24313",54,"management","university.degree","no","nov",59,"nonexistent","no"
"24314",46,"blue-collar","basic.9y","no","nov",132,"nonexistent","no"
"24315",53,"self-employed","university.degree","no","nov",125,"nonexistent","no"
"24316",38,"technician","basic.9y","no","nov",435,"nonexistent","no"
"24317",42,"technician","professional.course","unknown","nov",1606,"nonexistent","no"
"24318",54,"management","university.degree","no","nov",216,"nonexistent","no"
"24319",41,"unemployed","basic.4y","no","nov",59,"nonexistent","no"
"24320",35,"management","university.degree","no","nov",214,"nonexistent","no"
"24321",46,"technician","professional.course","no","nov",78,"nonexistent","no"
"24322",45,"technician","university.degree","no","nov",275,"nonexistent","no"
"24323",36,"blue-collar","basic.4y","no","nov",279,"nonexistent","no"
"24324",46,"technician","professional.course","no","nov",173,"nonexistent","no"
"24325",51,"admin.","high.school","no","nov",89,"nonexistent","no"
"24326",40,"blue-collar","basic.9y","no","nov",215,"failure","no"
"24327",47,"management","basic.9y","no","nov",53,"nonexistent","no"
"24328",40,"admin.","university.degree","unknown","nov",890,"nonexistent","yes"
"24329",52,"management","university.degree","no","nov",161,"failure","no"
"24330",47,"management","basic.9y","no","nov",97,"nonexistent","no"
"24331",45,"services","high.school","no","nov",581,"nonexistent","no"
"24332",46,"management","basic.6y","no","nov",116,"nonexistent","no"
"24333",34,"unemployed","university.degree","no","nov",155,"nonexistent","no"
"24334",37,"technician","professional.course","no","nov",70,"nonexistent","no"
"24335",36,"entrepreneur","high.school","no","nov",41,"nonexistent","no"
"24336",36,"entrepreneur","high.school","no","nov",104,"nonexistent","no"
"24337",49,"technician","professional.course","unknown","nov",27,"nonexistent","no"
"24338",52,"management","university.degree","no","nov",578,"nonexistent","no"
"24339",52,"management","university.degree","no","nov",534,"nonexistent","no"
"24340",56,"management","university.degree","no","nov",52,"nonexistent","no"
"24341",53,"self-employed","basic.9y","no","nov",62,"nonexistent","no"
"24342",53,"self-employed","basic.9y","no","nov",169,"failure","no"
"24343",40,"management","university.degree","no","nov",52,"nonexistent","no"
"24344",39,"admin.","unknown","no","nov",66,"nonexistent","no"
"24345",54,"entrepreneur","basic.4y","unknown","nov",310,"nonexistent","no"
"24346",43,"management","university.degree","no","nov",150,"nonexistent","no"
"24347",58,"retired","high.school","no","nov",34,"nonexistent","no"
"24348",58,"retired","high.school","no","nov",49,"nonexistent","no"
"24349",31,"blue-collar","basic.9y","no","nov",213,"nonexistent","no"
"24350",30,"services","high.school","no","nov",104,"nonexistent","no"
"24351",37,"admin.","university.degree","no","nov",386,"nonexistent","no"
"24352",58,"entrepreneur","basic.4y","no","nov",73,"nonexistent","no"
"24353",47,"admin.","university.degree","no","nov",58,"nonexistent","no"
"24354",47,"admin.","university.degree","no","nov",138,"failure","no"
"24355",38,"blue-collar","basic.4y","no","nov",64,"nonexistent","no"
"24356",38,"blue-collar","basic.4y","no","nov",112,"nonexistent","no"
"24357",38,"blue-collar","basic.4y","no","nov",80,"nonexistent","no"
"24358",35,"entrepreneur","basic.9y","no","nov",42,"nonexistent","no"
"24359",56,"management","professional.course","no","nov",74,"failure","no"
"24360",37,"admin.","high.school","no","nov",148,"nonexistent","no"
"24361",44,"services","high.school","no","nov",164,"nonexistent","no"
"24362",52,"entrepreneur","basic.9y","no","nov",67,"nonexistent","no"
"24363",52,"entrepreneur","basic.9y","no","nov",147,"failure","no"
"24364",43,"technician","professional.course","no","nov",190,"failure","no"
"24365",43,"technician","professional.course","no","nov",294,"nonexistent","no"
"24366",45,"services","high.school","no","nov",86,"nonexistent","no"
"24367",45,"services","high.school","no","nov",96,"nonexistent","no"
"24368",51,"management","unknown","no","nov",113,"nonexistent","no"
"24369",37,"services","basic.6y","unknown","nov",372,"nonexistent","no"
"24370",35,"admin.","high.school","no","nov",49,"nonexistent","no"
"24371",55,"blue-collar","basic.4y","unknown","nov",68,"nonexistent","no"
"24372",54,"admin.","basic.9y","no","nov",94,"nonexistent","no"
"24373",42,"technician","high.school","no","nov",103,"failure","no"
"24374",39,"admin.","unknown","no","nov",60,"failure","no"
"24375",31,"blue-collar","basic.9y","no","nov",257,"nonexistent","no"
"24376",52,"management","university.degree","no","nov",89,"failure","no"
"24377",39,"blue-collar","high.school","no","nov",190,"nonexistent","no"
"24378",36,"entrepreneur","high.school","no","nov",77,"nonexistent","no"
"24379",58,"entrepreneur","basic.4y","no","nov",104,"nonexistent","no"
"24380",42,"admin.","high.school","no","nov",651,"failure","yes"
"24381",52,"management","university.degree","no","nov",68,"nonexistent","no"
"24382",40,"admin.","university.degree","unknown","nov",205,"nonexistent","no"
"24383",43,"blue-collar","basic.4y","no","nov",42,"failure","no"
"24384",52,"management","university.degree","no","nov",98,"nonexistent","no"
"24385",42,"self-employed","university.degree","no","nov",73,"nonexistent","no"
"24386",42,"admin.","unknown","no","nov",55,"failure","no"
"24387",50,"blue-collar","basic.9y","no","nov",186,"failure","no"
"24388",33,"technician","university.degree","no","nov",69,"nonexistent","no"
"24389",41,"blue-collar","high.school","unknown","nov",121,"failure","no"
"24390",50,"blue-collar","basic.9y","no","nov",249,"nonexistent","no"
"24391",50,"blue-collar","basic.9y","no","nov",336,"nonexistent","no"
"24392",45,"management","basic.9y","no","nov",73,"nonexistent","no"
"24393",37,"unemployed","high.school","no","nov",55,"failure","no"
"24394",42,"admin.","unknown","no","nov",657,"nonexistent","no"
"24395",35,"blue-collar","professional.course","no","nov",345,"nonexistent","no"
"24396",43,"management","university.degree","no","nov",65,"nonexistent","no"
"24397",57,"management","university.degree","no","nov",62,"nonexistent","no"
"24398",50,"entrepreneur","university.degree","unknown","nov",77,"success","no"
"24399",50,"entrepreneur","university.degree","unknown","nov",102,"nonexistent","no"
"24400",32,"admin.","university.degree","no","nov",137,"failure","no"
"24401",34,"entrepreneur","university.degree","unknown","nov",2462,"nonexistent","yes"
"24402",30,"services","high.school","no","nov",213,"nonexistent","no"
"24403",45,"blue-collar","basic.6y","unknown","nov",696,"nonexistent","yes"
"24404",50,"blue-collar","basic.9y","no","nov",1449,"nonexistent","no"
"24405",45,"blue-collar","basic.9y","unknown","nov",188,"nonexistent","no"
"24406",36,"unemployed","basic.9y","no","nov",391,"nonexistent","no"
"24407",54,"technician","university.degree","no","nov",56,"nonexistent","no"
"24408",46,"management","university.degree","no","nov",77,"nonexistent","no"
"24409",32,"blue-collar","basic.9y","no","nov",160,"nonexistent","no"
"24410",39,"blue-collar","professional.course","no","nov",407,"nonexistent","no"
"24411",36,"self-employed","university.degree","no","nov",406,"nonexistent","no"
"24412",47,"admin.","professional.course","no","nov",104,"failure","no"
"24413",31,"admin.","high.school","no","nov",560,"nonexistent","no"
"24414",46,"admin.","high.school","unknown","nov",168,"nonexistent","no"
"24415",54,"admin.","basic.9y","no","nov",167,"nonexistent","no"
"24416",45,"entrepreneur","high.school","no","nov",623,"failure","no"
"24417",39,"management","university.degree","no","nov",102,"nonexistent","no"
"24418",39,"management","university.degree","no","nov",71,"failure","no"
"24419",36,"management","university.degree","no","nov",264,"nonexistent","no"
"24420",50,"technician","professional.course","no","nov",199,"nonexistent","no"
"24421",49,"management","university.degree","no","nov",96,"nonexistent","no"
"24422",52,"admin.","high.school","no","nov",529,"nonexistent","no"
"24423",36,"admin.","high.school","no","nov",64,"nonexistent","no"
"24424",46,"admin.","high.school","no","nov",165,"nonexistent","no"
"24425",46,"admin.","high.school","no","nov",141,"nonexistent","no"
"24426",33,"blue-collar","basic.9y","no","nov",94,"nonexistent","no"
"24427",36,"blue-collar","basic.9y","unknown","nov",499,"nonexistent","no"
"24428",46,"technician","professional.course","no","nov",64,"nonexistent","no"
"24429",43,"blue-collar","high.school","no","nov",107,"nonexistent","no"
"24430",56,"management","university.degree","no","nov",76,"nonexistent","no"
"24431",38,"admin.","basic.9y","no","nov",1081,"failure","no"
"24432",36,"technician","professional.course","no","nov",251,"nonexistent","no"
"24433",33,"blue-collar","basic.9y","no","nov",101,"nonexistent","no"
"24434",46,"admin.","high.school","no","nov",504,"failure","no"
"24435",40,"blue-collar","basic.9y","no","nov",111,"nonexistent","no"
"24436",42,"technician","professional.course","no","nov",215,"nonexistent","no"
"24437",46,"admin.","high.school","no","nov",622,"nonexistent","no"
"24438",40,"entrepreneur","university.degree","no","nov",325,"nonexistent","no"
"24439",53,"services","high.school","no","nov",181,"nonexistent","no"
"24440",53,"services","high.school","no","nov",166,"failure","no"
"24441",34,"blue-collar","basic.4y","no","nov",105,"nonexistent","no"
"24442",34,"blue-collar","basic.4y","no","nov",54,"nonexistent","no"
"24443",57,"admin.","university.degree","no","nov",89,"nonexistent","no"
"24444",47,"retired","high.school","no","nov",240,"nonexistent","no"
"24445",32,"admin.","high.school","no","nov",92,"failure","no"
"24446",42,"admin.","high.school","no","nov",124,"failure","no"
"24447",42,"admin.","high.school","no","nov",86,"failure","no"
"24448",40,"blue-collar","basic.9y","no","nov",55,"nonexistent","no"
"24449",37,"admin.","university.degree","no","nov",52,"nonexistent","no"
"24450",32,"technician","university.degree","no","nov",105,"nonexistent","no"
"24451",38,"entrepreneur","high.school","no","nov",63,"nonexistent","no"
"24452",58,"management","university.degree","no","nov",48,"nonexistent","no"
"24453",40,"admin.","high.school","unknown","nov",14,"nonexistent","no"
