"","job","education","default","contact","month","campaign","previous","poutcome","cons.price.idx","cons.conf.idx","euribor3m","Subscription"
"23592","admin.","university.degree","no","cellular","aug",4,0,"nonexistent",93.444,-36.1,4.962,"no"
"23593","technician","professional.course","no","cellular","aug",22,0,"nonexistent",93.444,-36.1,4.962,"no"
"23594","management","university.degree","no","cellular","aug",2,0,"nonexistent",93.444,-36.1,4.962,"no"
"23595","admin.","university.degree","no","cellular","aug",4,0,"nonexistent",93.444,-36.1,4.962,"no"
"23596","management","university.degree","no","cellular","aug",11,0,"nonexistent",93.444,-36.1,4.962,"no"
"23597","technician","university.degree","no","cellular","aug",2,0,"nonexistent",93.444,-36.1,4.962,"no"
"23598","technician","professional.course","unknown","cellular","aug",4,0,"nonexistent",93.444,-36.1,4.962,"no"
"23599","admin.","unknown","unknown","cellular","aug",3,0,"nonexistent",93.444,-36.1,4.962,"no"
"23600","admin.","university.degree","no","cellular","aug",13,0,"nonexistent",93.444,-36.1,4.962,"no"
"23601","technician","university.degree","no","cellular","aug",8,0,"nonexistent",93.444,-36.1,4.962,"no"
"23602","retired","university.degree","unknown","cellular","aug",5,0,"nonexistent",93.444,-36.1,4.962,"no"
"23603","unknown","unknown","no","cellular","aug",3,0,"nonexistent",93.444,-36.1,4.962,"no"
"23604","technician","professional.course","no","cellular","aug",7,0,"nonexistent",93.444,-36.1,4.962,"no"
"23605","admin.","high.school","no","cellular","aug",3,0,"nonexistent",93.444,-36.1,4.962,"no"
"23606","unemployed","university.degree","no","cellular","aug",2,0,"nonexistent",93.444,-36.1,4.962,"no"
"23607","services","basic.9y","unknown","cellular","aug",6,0,"nonexistent",93.444,-36.1,4.962,"no"
"23608","housemaid","basic.9y","no","cellular","aug",12,0,"nonexistent",93.444,-36.1,4.962,"no"
"23609","technician","university.degree","unknown","cellular","aug",7,0,"nonexistent",93.444,-36.1,4.962,"no"
"23610","admin.","university.degree","no","cellular","aug",5,0,"nonexistent",93.444,-36.1,4.962,"no"
"23611","admin.","university.degree","no","cellular","aug",10,0,"nonexistent",93.444,-36.1,4.962,"no"
"23612","admin.","university.degree","no","cellular","aug",2,0,"nonexistent",93.444,-36.1,4.962,"no"
"23613","housemaid","basic.4y","unknown","telephone","aug",7,0,"nonexistent",93.444,-36.1,4.962,"no"
"23614","unemployed","university.degree","no","cellular","aug",4,0,"nonexistent",93.444,-36.1,4.962,"no"
"23615","technician","university.degree","no","cellular","aug",17,0,"nonexistent",93.444,-36.1,4.962,"no"
"23616","admin.","high.school","no","cellular","aug",17,0,"nonexistent",93.444,-36.1,4.962,"no"
"23617","housemaid","university.degree","no","cellular","aug",3,0,"nonexistent",93.444,-36.1,4.962,"yes"
"23618","admin.","university.degree","no","cellular","aug",2,0,"nonexistent",93.444,-36.1,4.962,"no"
"23619","management","university.degree","no","cellular","aug",3,0,"nonexistent",93.444,-36.1,4.962,"no"
"23620","technician","professional.course","no","cellular","aug",15,0,"nonexistent",93.444,-36.1,4.962,"no"
"23621","management","university.degree","no","cellular","aug",17,0,"nonexistent",93.444,-36.1,4.962,"no"
"23622","technician","professional.course","no","cellular","aug",4,0,"nonexistent",93.444,-36.1,4.962,"no"
"23623","admin.","university.degree","no","cellular","aug",9,0,"nonexistent",93.444,-36.1,4.962,"no"
"23624","admin.","university.degree","no","cellular","aug",8,0,"nonexistent",93.444,-36.1,4.962,"no"
"23625","technician","university.degree","no","cellular","aug",14,0,"nonexistent",93.444,-36.1,4.962,"no"
"23626","management","university.degree","no","cellular","aug",21,0,"nonexistent",93.444,-36.1,4.962,"no"
"23627","self-employed","basic.6y","unknown","cellular","aug",8,0,"nonexistent",93.444,-36.1,4.962,"no"
"23628","admin.","high.school","unknown","cellular","aug",8,0,"nonexistent",93.444,-36.1,4.962,"no"
"23629","self-employed","basic.6y","no","telephone","aug",15,0,"nonexistent",93.444,-36.1,4.962,"no"
"23630","admin.","university.degree","no","cellular","aug",3,0,"nonexistent",93.444,-36.1,4.962,"yes"
"23631","retired","university.degree","unknown","cellular","aug",11,0,"nonexistent",93.444,-36.1,4.962,"no"
"23632","technician","professional.course","no","cellular","aug",12,0,"nonexistent",93.444,-36.1,4.962,"no"
"23633","admin.","university.degree","no","cellular","aug",3,0,"nonexistent",93.444,-36.1,4.962,"no"
"23634","admin.","university.degree","no","telephone","aug",10,0,"nonexistent",93.444,-36.1,4.962,"no"
"23635","admin.","university.degree","no","cellular","aug",4,0,"nonexistent",93.444,-36.1,4.962,"no"
"23636","retired","university.degree","unknown","cellular","aug",5,0,"nonexistent",93.444,-36.1,4.962,"no"
"23637","admin.","university.degree","no","cellular","aug",4,0,"nonexistent",93.444,-36.1,4.962,"no"
"23638","admin.","university.degree","no","cellular","aug",4,0,"nonexistent",93.444,-36.1,4.962,"no"
"23639","admin.","basic.9y","unknown","cellular","aug",10,0,"nonexistent",93.444,-36.1,4.962,"no"
"23640","unknown","unknown","no","cellular","aug",10,0,"nonexistent",93.444,-36.1,4.962,"no"
"23641","technician","professional.course","no","cellular","aug",8,0,"nonexistent",93.444,-36.1,4.962,"no"
"23642","admin.","university.degree","no","telephone","aug",10,0,"nonexistent",93.444,-36.1,4.962,"no"
"23643","technician","university.degree","no","cellular","aug",8,0,"nonexistent",93.444,-36.1,4.962,"no"
"23644","admin.","university.degree","no","cellular","aug",5,0,"nonexistent",93.444,-36.1,4.962,"no"
"23645","housemaid","university.degree","no","telephone","aug",9,0,"nonexistent",93.444,-36.1,4.962,"no"
"23646","admin.","unknown","unknown","cellular","aug",14,0,"nonexistent",93.444,-36.1,4.962,"no"
"23647","management","university.degree","no","cellular","aug",4,0,"nonexistent",93.444,-36.1,4.962,"no"
"23648","management","university.degree","no","cellular","aug",4,0,"nonexistent",93.444,-36.1,4.962,"no"
"23649","technician","university.degree","no","cellular","aug",3,0,"nonexistent",93.444,-36.1,4.962,"no"
"23650","admin.","high.school","no","cellular","aug",4,0,"nonexistent",93.444,-36.1,4.962,"no"
"23651","technician","university.degree","no","cellular","aug",3,0,"nonexistent",93.444,-36.1,4.962,"no"
"23652","admin.","university.degree","no","cellular","aug",8,0,"nonexistent",93.444,-36.1,4.962,"no"
"23653","technician","university.degree","no","cellular","aug",8,0,"nonexistent",93.444,-36.1,4.962,"no"
"23654","blue-collar","basic.9y","no","cellular","aug",5,0,"nonexistent",93.444,-36.1,4.962,"no"
"23655","admin.","university.degree","no","cellular","aug",11,0,"nonexistent",93.444,-36.1,4.962,"no"
"23656","blue-collar","basic.9y","no","cellular","aug",2,0,"nonexistent",93.444,-36.1,4.962,"no"
"23657","technician","university.degree","unknown","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.962,"no"
"23658","management","university.degree","no","cellular","aug",15,0,"nonexistent",93.444,-36.1,4.962,"no"
"23659","technician","university.degree","no","cellular","aug",5,0,"nonexistent",93.444,-36.1,4.962,"no"
"23660","technician","university.degree","unknown","cellular","aug",18,0,"nonexistent",93.444,-36.1,4.962,"no"
"23661","admin.","university.degree","no","cellular","aug",20,0,"nonexistent",93.444,-36.1,4.962,"no"
"23662","admin.","university.degree","no","telephone","aug",9,0,"nonexistent",93.444,-36.1,4.962,"no"
"23663","admin.","university.degree","no","cellular","aug",17,0,"nonexistent",93.444,-36.1,4.962,"no"
"23664","technician","university.degree","no","cellular","aug",17,0,"nonexistent",93.444,-36.1,4.962,"no"
"23665","technician","high.school","unknown","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.962,"no"
"23666","admin.","university.degree","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.962,"no"
"23667","services","professional.course","no","cellular","aug",11,0,"nonexistent",93.444,-36.1,4.962,"no"
"23668","technician","professional.course","no","cellular","aug",6,0,"nonexistent",93.444,-36.1,4.962,"no"
"23669","blue-collar","basic.9y","no","cellular","aug",14,0,"nonexistent",93.444,-36.1,4.962,"no"
"23670","technician","university.degree","unknown","cellular","aug",2,0,"nonexistent",93.444,-36.1,4.962,"no"
"23671","technician","university.degree","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.962,"no"
"23672","technician","professional.course","no","cellular","aug",17,0,"nonexistent",93.444,-36.1,4.962,"no"
"23673","technician","university.degree","no","cellular","aug",10,0,"nonexistent",93.444,-36.1,4.962,"no"
"23674","unknown","unknown","unknown","cellular","aug",16,0,"nonexistent",93.444,-36.1,4.962,"no"
"23675","technician","professional.course","unknown","cellular","aug",8,0,"nonexistent",93.444,-36.1,4.962,"no"
"23676","blue-collar","high.school","no","cellular","aug",11,0,"nonexistent",93.444,-36.1,4.962,"no"
"23677","admin.","university.degree","no","cellular","aug",9,0,"nonexistent",93.444,-36.1,4.962,"no"
"23678","services","professional.course","no","cellular","aug",4,0,"nonexistent",93.444,-36.1,4.962,"no"
"23679","technician","professional.course","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.962,"no"
"23680","technician","professional.course","unknown","cellular","aug",9,0,"nonexistent",93.444,-36.1,4.962,"no"
"23681","technician","professional.course","no","cellular","aug",2,0,"nonexistent",93.444,-36.1,4.962,"no"
"23682","technician","professional.course","no","cellular","aug",8,0,"nonexistent",93.444,-36.1,4.962,"no"
"23683","self-employed","university.degree","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.962,"no"
"23684","self-employed","university.degree","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.962,"no"
"23685","admin.","basic.9y","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.962,"no"
"23686","admin.","university.degree","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.962,"no"
"23687","management","university.degree","no","cellular","aug",2,0,"nonexistent",93.444,-36.1,4.962,"no"
"23688","technician","university.degree","no","cellular","aug",9,0,"nonexistent",93.444,-36.1,4.962,"no"
"23689","technician","university.degree","no","cellular","aug",7,0,"nonexistent",93.444,-36.1,4.962,"no"
"23690","admin.","university.degree","no","cellular","aug",4,0,"nonexistent",93.444,-36.1,4.962,"no"
"23691","admin.","university.degree","no","cellular","aug",5,0,"nonexistent",93.444,-36.1,4.962,"no"
"23692","admin.","university.degree","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.962,"no"
"23693","admin.","university.degree","no","cellular","aug",11,0,"nonexistent",93.444,-36.1,4.962,"no"
"23694","technician","high.school","no","cellular","aug",12,0,"nonexistent",93.444,-36.1,4.962,"no"
"23695","admin.","university.degree","no","cellular","aug",10,0,"nonexistent",93.444,-36.1,4.962,"no"
"23696","management","university.degree","no","cellular","aug",4,0,"nonexistent",93.444,-36.1,4.962,"no"
"23697","retired","university.degree","no","cellular","aug",4,0,"nonexistent",93.444,-36.1,4.962,"no"
"23698","admin.","university.degree","no","cellular","aug",5,0,"nonexistent",93.444,-36.1,4.962,"no"
"23699","technician","professional.course","no","cellular","aug",10,0,"nonexistent",93.444,-36.1,4.962,"no"
"23700","self-employed","high.school","no","cellular","aug",9,0,"nonexistent",93.444,-36.1,4.962,"no"
"23701","admin.","basic.9y","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.962,"no"
"23702","admin.","university.degree","no","cellular","aug",2,0,"nonexistent",93.444,-36.1,4.962,"no"
"23703","technician","professional.course","no","cellular","aug",2,0,"nonexistent",93.444,-36.1,4.962,"no"
"23704","admin.","university.degree","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.962,"no"
"23705","admin.","university.degree","no","telephone","aug",1,0,"nonexistent",93.444,-36.1,4.962,"no"
"23706","technician","professional.course","no","cellular","aug",5,0,"nonexistent",93.444,-36.1,4.962,"no"
"23707","admin.","university.degree","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.962,"no"
"23708","services","university.degree","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.962,"no"
"23709","technician","professional.course","unknown","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.962,"no"
"23710","management","university.degree","unknown","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.962,"no"
"23711","admin.","university.degree","no","telephone","aug",2,0,"nonexistent",93.444,-36.1,4.962,"no"
"23712","admin.","university.degree","no","cellular","aug",3,0,"nonexistent",93.444,-36.1,4.962,"no"
"23713","admin.","university.degree","no","cellular","aug",9,0,"nonexistent",93.444,-36.1,4.962,"no"
"23714","technician","university.degree","no","cellular","aug",17,0,"nonexistent",93.444,-36.1,4.962,"no"
"23715","retired","university.degree","no","cellular","aug",4,0,"nonexistent",93.444,-36.1,4.962,"no"
"23716","admin.","university.degree","no","cellular","aug",8,0,"nonexistent",93.444,-36.1,4.962,"no"
"23717","admin.","university.degree","no","cellular","aug",7,0,"nonexistent",93.444,-36.1,4.962,"no"
"23718","blue-collar","unknown","unknown","cellular","aug",2,0,"nonexistent",93.444,-36.1,4.962,"no"
"23719","services","high.school","no","cellular","aug",17,0,"nonexistent",93.444,-36.1,4.962,"no"
"23720","admin.","university.degree","no","cellular","aug",10,0,"nonexistent",93.444,-36.1,4.962,"no"
"23721","technician","professional.course","no","cellular","aug",8,0,"nonexistent",93.444,-36.1,4.962,"no"
"23722","technician","university.degree","no","cellular","aug",2,0,"nonexistent",93.444,-36.1,4.962,"no"
"23723","admin.","high.school","unknown","cellular","aug",2,0,"nonexistent",93.444,-36.1,4.962,"no"
"23724","admin.","university.degree","no","cellular","aug",4,0,"nonexistent",93.444,-36.1,4.962,"no"
"23725","admin.","university.degree","unknown","cellular","aug",5,0,"nonexistent",93.444,-36.1,4.962,"no"
"23726","admin.","university.degree","no","cellular","aug",7,0,"nonexistent",93.444,-36.1,4.962,"no"
"23727","blue-collar","basic.9y","no","cellular","aug",3,0,"nonexistent",93.444,-36.1,4.962,"no"
"23728","admin.","university.degree","no","cellular","aug",23,0,"nonexistent",93.444,-36.1,4.962,"no"
"23729","management","university.degree","no","cellular","aug",18,0,"nonexistent",93.444,-36.1,4.962,"no"
"23730","admin.","high.school","no","cellular","aug",5,0,"nonexistent",93.444,-36.1,4.962,"no"
"23731","technician","professional.course","no","cellular","aug",8,0,"nonexistent",93.444,-36.1,4.962,"no"
"23732","unemployed","university.degree","no","cellular","aug",2,0,"nonexistent",93.444,-36.1,4.962,"no"
"23733","blue-collar","professional.course","no","cellular","aug",5,0,"nonexistent",93.444,-36.1,4.962,"no"
"23734","admin.","basic.9y","no","cellular","aug",5,0,"nonexistent",93.444,-36.1,4.962,"no"
"23735","blue-collar","basic.4y","no","cellular","aug",4,0,"nonexistent",93.444,-36.1,4.962,"no"
"23736","technician","high.school","no","cellular","aug",4,0,"nonexistent",93.444,-36.1,4.962,"no"
"23737","self-employed","university.degree","no","telephone","aug",2,0,"nonexistent",93.444,-36.1,4.962,"no"
"23738","unknown","unknown","unknown","cellular","aug",4,0,"nonexistent",93.444,-36.1,4.962,"no"
"23739","technician","professional.course","no","telephone","aug",2,0,"nonexistent",93.444,-36.1,4.962,"no"
"23740","admin.","university.degree","no","cellular","aug",6,0,"nonexistent",93.444,-36.1,4.962,"no"
"23741","admin.","basic.9y","no","cellular","aug",14,0,"nonexistent",93.444,-36.1,4.962,"no"
"23742","technician","professional.course","unknown","cellular","aug",4,0,"nonexistent",93.444,-36.1,4.962,"no"
"23743","admin.","high.school","no","cellular","aug",10,0,"nonexistent",93.444,-36.1,4.962,"no"
"23744","technician","university.degree","no","telephone","aug",4,0,"nonexistent",93.444,-36.1,4.962,"no"
"23745","admin.","university.degree","no","cellular","aug",8,0,"nonexistent",93.444,-36.1,4.962,"no"
"23746","management","university.degree","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.962,"no"
"23747","management","university.degree","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.962,"no"
"23748","admin.","university.degree","no","cellular","aug",14,0,"nonexistent",93.444,-36.1,4.962,"no"
"23749","admin.","university.degree","no","cellular","aug",11,0,"nonexistent",93.444,-36.1,4.962,"no"
"23750","admin.","university.degree","no","cellular","aug",5,0,"nonexistent",93.444,-36.1,4.962,"no"
"23751","retired","high.school","no","cellular","aug",10,0,"nonexistent",93.444,-36.1,4.962,"no"
"23752","admin.","university.degree","no","cellular","aug",5,0,"nonexistent",93.444,-36.1,4.962,"no"
"23753","services","professional.course","no","telephone","aug",18,0,"nonexistent",93.444,-36.1,4.962,"no"
"23754","admin.","university.degree","no","cellular","aug",6,0,"nonexistent",93.444,-36.1,4.962,"no"
"23755","services","professional.course","no","cellular","aug",9,0,"nonexistent",93.444,-36.1,4.962,"no"
"23756","services","basic.9y","no","cellular","aug",2,0,"nonexistent",93.444,-36.1,4.962,"no"
"23757","housemaid","basic.4y","unknown","cellular","aug",5,0,"nonexistent",93.444,-36.1,4.962,"no"
"23758","admin.","university.degree","unknown","cellular","aug",7,0,"nonexistent",93.444,-36.1,4.962,"no"
"23759","services","professional.course","no","cellular","aug",4,0,"nonexistent",93.444,-36.1,4.962,"no"
"23760","admin.","university.degree","no","cellular","aug",11,0,"nonexistent",93.444,-36.1,4.962,"yes"
"23761","self-employed","university.degree","no","telephone","aug",3,0,"nonexistent",93.444,-36.1,4.962,"no"
"23762","technician","university.degree","no","cellular","aug",11,0,"nonexistent",93.444,-36.1,4.962,"no"
"23763","admin.","university.degree","no","cellular","aug",13,0,"nonexistent",93.444,-36.1,4.962,"no"
"23764","technician","professional.course","no","cellular","aug",8,0,"nonexistent",93.444,-36.1,4.962,"no"
"23765","management","university.degree","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.962,"no"
"23766","technician","high.school","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.962,"no"
"23767","admin.","university.degree","no","telephone","aug",3,0,"nonexistent",93.444,-36.1,4.962,"no"
"23768","admin.","university.degree","no","cellular","aug",10,0,"nonexistent",93.444,-36.1,4.962,"no"
"23769","technician","professional.course","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.962,"no"
"23770","technician","high.school","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.962,"no"
"23771","unemployed","university.degree","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.962,"no"
"23772","unemployed","university.degree","no","cellular","aug",2,0,"nonexistent",93.444,-36.1,4.962,"no"
"23773","technician","professional.course","no","cellular","aug",13,0,"nonexistent",93.444,-36.1,4.962,"no"
"23774","admin.","university.degree","no","cellular","aug",9,0,"nonexistent",93.444,-36.1,4.962,"no"
"23775","admin.","university.degree","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.962,"no"
"23776","technician","professional.course","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.962,"no"
"23777","admin.","university.degree","no","telephone","aug",6,0,"nonexistent",93.444,-36.1,4.962,"no"
"23778","management","university.degree","no","cellular","aug",6,0,"nonexistent",93.444,-36.1,4.963,"no"
"23779","management","university.degree","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23780","technician","professional.course","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23781","admin.","university.degree","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23782","admin.","university.degree","unknown","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23783","admin.","basic.9y","unknown","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23784","technician","university.degree","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23785","blue-collar","basic.9y","unknown","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23786","admin.","high.school","no","cellular","aug",8,0,"nonexistent",93.444,-36.1,4.963,"no"
"23787","entrepreneur","basic.4y","unknown","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23788","technician","professional.course","no","cellular","aug",7,0,"nonexistent",93.444,-36.1,4.963,"no"
"23789","admin.","university.degree","no","cellular","aug",13,0,"nonexistent",93.444,-36.1,4.963,"no"
"23790","self-employed","university.degree","no","cellular","aug",3,0,"nonexistent",93.444,-36.1,4.963,"no"
"23791","admin.","university.degree","no","cellular","aug",9,0,"nonexistent",93.444,-36.1,4.963,"no"
"23792","technician","university.degree","no","cellular","aug",3,0,"nonexistent",93.444,-36.1,4.963,"no"
"23793","technician","university.degree","no","cellular","aug",7,0,"nonexistent",93.444,-36.1,4.963,"no"
"23794","self-employed","university.degree","no","cellular","aug",2,0,"nonexistent",93.444,-36.1,4.963,"no"
"23795","blue-collar","basic.6y","no","cellular","aug",4,0,"nonexistent",93.444,-36.1,4.963,"no"
"23796","technician","university.degree","no","telephone","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23797","technician","professional.course","no","cellular","aug",16,0,"nonexistent",93.444,-36.1,4.963,"no"
"23798","admin.","university.degree","no","cellular","aug",7,0,"nonexistent",93.444,-36.1,4.963,"no"
"23799","technician","university.degree","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23800","technician","university.degree","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23801","blue-collar","basic.4y","unknown","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23802","management","university.degree","no","telephone","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23803","technician","professional.course","no","cellular","aug",3,0,"nonexistent",93.444,-36.1,4.963,"no"
"23804","admin.","university.degree","no","cellular","aug",4,0,"nonexistent",93.444,-36.1,4.963,"no"
"23805","technician","high.school","unknown","cellular","aug",2,0,"nonexistent",93.444,-36.1,4.963,"no"
"23806","technician","professional.course","no","cellular","aug",2,0,"nonexistent",93.444,-36.1,4.963,"no"
"23807","self-employed","university.degree","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23808","admin.","university.degree","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23809","technician","high.school","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23810","admin.","university.degree","no","cellular","aug",10,0,"nonexistent",93.444,-36.1,4.963,"no"
"23811","admin.","university.degree","unknown","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23812","technician","professional.course","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23813","services","professional.course","no","cellular","aug",3,0,"nonexistent",93.444,-36.1,4.963,"no"
"23814","admin.","university.degree","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23815","technician","university.degree","no","cellular","aug",4,0,"nonexistent",93.444,-36.1,4.963,"no"
"23816","technician","professional.course","no","cellular","aug",2,0,"nonexistent",93.444,-36.1,4.963,"no"
"23817","technician","university.degree","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23818","technician","university.degree","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23819","services","basic.6y","unknown","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23820","blue-collar","professional.course","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23821","admin.","professional.course","no","cellular","aug",4,0,"nonexistent",93.444,-36.1,4.963,"no"
"23822","technician","university.degree","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23823","services","basic.6y","unknown","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23824","admin.","university.degree","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23825","admin.","university.degree","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23826","admin.","university.degree","unknown","cellular","aug",2,0,"nonexistent",93.444,-36.1,4.963,"no"
"23827","admin.","university.degree","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23828","admin.","university.degree","no","cellular","aug",4,0,"nonexistent",93.444,-36.1,4.963,"no"
"23829","technician","professional.course","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23830","admin.","university.degree","no","cellular","aug",2,0,"nonexistent",93.444,-36.1,4.963,"no"
"23831","technician","professional.course","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23832","technician","professional.course","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23833","admin.","high.school","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23834","management","university.degree","unknown","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23835","technician","professional.course","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23836","admin.","university.degree","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23837","retired","university.degree","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23838","services","high.school","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23839","technician","professional.course","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23840","technician","professional.course","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23841","admin.","university.degree","no","telephone","aug",2,0,"nonexistent",93.444,-36.1,4.963,"no"
"23842","unknown","unknown","unknown","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23843","admin.","university.degree","no","cellular","aug",2,0,"nonexistent",93.444,-36.1,4.963,"no"
"23844","blue-collar","basic.9y","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23845","technician","high.school","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23846","technician","professional.course","unknown","cellular","aug",2,0,"nonexistent",93.444,-36.1,4.963,"no"
"23847","admin.","high.school","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23848","unknown","unknown","unknown","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23849","technician","university.degree","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23850","management","university.degree","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23851","admin.","university.degree","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23852","services","high.school","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23853","admin.","university.degree","no","cellular","aug",7,0,"nonexistent",93.444,-36.1,4.963,"no"
"23854","admin.","university.degree","no","cellular","aug",5,0,"nonexistent",93.444,-36.1,4.963,"no"
"23855","admin.","university.degree","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23856","admin.","university.degree","unknown","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23857","retired","high.school","no","cellular","aug",10,0,"nonexistent",93.444,-36.1,4.963,"no"
"23858","admin.","university.degree","unknown","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23859","retired","basic.9y","no","cellular","aug",2,0,"nonexistent",93.444,-36.1,4.963,"no"
"23860","admin.","university.degree","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23861","technician","professional.course","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23862","technician","professional.course","no","cellular","aug",2,0,"nonexistent",93.444,-36.1,4.963,"no"
"23863","admin.","university.degree","unknown","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23864","admin.","university.degree","unknown","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23865","admin.","university.degree","unknown","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23866","technician","university.degree","no","cellular","aug",2,0,"nonexistent",93.444,-36.1,4.963,"no"
"23867","admin.","high.school","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23868","admin.","university.degree","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23869","admin.","university.degree","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
"23870","admin.","university.degree","no","cellular","aug",1,0,"nonexistent",93.444,-36.1,4.963,"no"
